"frame","x [nm]","y [nm]","uncertainty [nm]"
1.0,36.751721327449765,80.15156444707118,0.12932596771947588
1.0,40.27784282224736,35.45113793764222,0.14928687254830744
1.0,52.78526087829867,60.91378656407409,0.20410837897832634
1.0,53.91215941001759,52.68977237747984,0.07234178632418146
1.0,59.89247829661682,34.74006401552643,0.12107353317345534
1.0,76.03128206563285,80.9232543040354,0.1784180915775366
1.0,88.21831709271947,83.89422067458287,0.18182691711394489
1.0,101.84801010442511,68.30478333557734,0.14112113985889943
1.0,112.35364824723287,82.9047205256076,0.1170402812544382
1.0,111.23534093207334,31.045474935351592,0.13605617494967095
1.0,129.72916459266892,37.86124512270015,0.13478368235019123
1.0,132.49226512200306,59.54690982641604,0.09670471716184137
1.0,140.12124977574868,94.07422899671064,0.15873830829564012
1.0,148.00776761612002,99.35071838283972,0.1950162595349771
1.0,163.38685599686062,38.52275062589658,0.2349354394792054
1.0,166.61706498329306,28.005515043588996,0.21158455664995252
1.0,179.72138019383124,83.1592107914201,0.09262863537896458
2.0,36.9238295400431,80.21714177774828,0.12883467332703577
2.0,39.88418369187801,35.80740025825498,0.2033020392291472
2.0,52.869382619583746,61.123434555291546,0.21116657246656875
2.0,53.923573441781755,52.60087982672057,0.06918494984871344
2.0,59.922291658292444,34.809258418205374,0.12161484353159552
2.0,76.54641707734642,81.16044777519515,0.16224134160319306
2.0,88.17753416600398,83.9006749609083,0.2036192051562378
2.0,101.98754067393578,68.37685074995846,0.15126393291520454
2.0,112.37338716469307,82.75236036279487,0.11313433900085365
2.0,111.23849414029742,31.192429837675444,0.13798034373330748
2.0,129.8004520438632,38.020972512691806,0.13414624349537724
2.0,132.44312291560428,59.316775038935525,0.09504306757997279
2.0,137.1891228250318,102.982772078004,0.1613687100962622
2.0,140.2575884314679,93.92718006133293,0.15057295456419745
2.0,147.66555071068873,99.36082153077379,0.233872306539368
2.0,192.95116333415774,69.22902964383044,0.23161834418401325
3.0,36.64701659128267,80.20261648523324,0.12225402802776933
3.0,39.46185934694588,35.77290493882703,0.16853717894601272
3.0,53.87173821522221,52.65182707499013,0.07221403821012441
3.0,60.003381319286355,34.7825771147171,0.11754511250225004
3.0,75.4572148567834,75.98384905280965,0.09309972255464839
3.0,76.49676323943304,81.11724634861311,0.1655408145907294
3.0,88.36726178681205,84.1400487073105,0.16272191676051354
3.0,101.76591828871058,68.38907301726775,0.1492222404290954
3.0,111.3608378903318,31.040372398741543,0.11823299061298563
3.0,112.16248266359756,82.72608149284063,0.12287029678927955
3.0,129.65638156977298,37.80118050397162,0.14657807072959664
3.0,132.54591423029046,59.474943495285096,0.09996299953455562
3.0,140.1190961287692,94.12973148618244,0.14681541396032
3.0,180.55816620122184,57.254767060029025,0.2480784304239096
4.0,36.71713225512883,80.09278838180131,0.13736570914861543
4.0,38.888295325331676,36.31159598370033,0.15936750391324325
4.0,53.84728206470056,52.581315790323984,0.0724680385692499
4.0,59.806249637905644,34.72199731355825,0.11341058112024076
4.0,74.87148351833447,75.17554134367957,0.09522180706675426
4.0,76.35628837619139,81.18335899700993,0.18673743206659366
4.0,88.11701956342645,84.2462405761831,0.18233374807848837
4.0,101.75758269383337,68.42777177677901,0.15252978344543747
4.0,112.38535940302118,82.69275167895533,0.11413207425528553
4.0,111.4769652507929,31.023393890676076,0.13672547660605028
