"frame","x [nm]","y [nm]","uncertainty [nm]"
1.0,28.002185765827125,71.24822870767518,0.11089959130841733
1.0,37.09809468160821,78.91052734527007,0.1702599852525654
1.0,52.28530263869931,52.38574897151026,0.1399401037310997
1.0,53.13929133415744,65.43644726478503,0.1282916352349299
1.0,58.39939439587739,114.62877881489081,0.1162362630980907
1.0,73.8612457427758,34.96350755919404,0.15926864055006035
1.0,74.8718552137,41.73771674994187,0.19382211786562192
1.0,77.70369304145765,131.8577250172267,0.16571741324922135
1.0,78.92270853765383,92.45640685010412,0.17009241128593203
1.0,90.68344819748393,117.99971322575139,0.16026870116615569
1.0,91.42875668159684,106.47748512505184,0.15285731108330566
1.0,107.46200109738224,43.058604874885546,0.19770334273637072
1.0,119.14151032580881,132.6186477469217,0.13420768058074709
1.0,134.3356154022087,55.35382530984167,0.1132262631842106
1.0,151.59754862678207,138.7290789146698,0.1338680218223871
1.0,149.44807352029568,132.41771277456974,0.19515076544178567
1.0,157.7587254481409,117.91528701055675,0.17345156075025867
2.0,27.98484778574697,70.9423008636978,0.12339507482472009
2.0,45.78843663539393,86.85998915700702,0.16251495911946853
2.0,52.3335367670315,52.52964760437898,0.15739665659349492
2.0,53.3427904619219,65.64048889031181,0.11509076389300286
2.0,62.18225484013083,96.27253569535775,0.16155763390169525
2.0,58.46996929450769,114.75449987526119,0.12144287758707073
2.0,73.27074844677968,37.32074275470647,0.16248166095351035
2.0,74.69405968541874,41.682294729399835,0.19221898821703115
2.0,77.47796436176901,131.70145454802778,0.17585831518370063
2.0,79.19457385378547,92.32602849944931,0.16921510007377114
2.0,91.52487126297692,106.61164686593136,0.15311369344405887
2.0,105.69722177567253,43.565285680176515,0.16967689060680038
2.0,119.02434181682965,132.71359731927618,0.13451606245237618
2.0,119.1041065693835,157.08670392430508,0.17832669849361807
2.0,121.48199512207512,47.265421167778335,0.17700017628369494
2.0,134.3496674583339,55.32634415302567,0.11056702899950235
2.0,146.21537570874003,73.32370069792069,0.19423640315580376
2.0,147.31173060844046,108.51377568265211,0.1607424921547577
2.0,151.5741127616113,138.54558739152458,0.1400639914574884
3.0,28.020670712016155,71.39430232199291,0.1310842365182552
3.0,51.0306411602826,73.98254405256075,0.09620892257206731
3.0,53.31951709812928,65.7586089385526,0.12961874063057746
3.0,52.09719326055774,52.382704083718004,0.14502533694944258
3.0,58.57589311034917,114.56363530126723,0.13064786584438876
3.0,76.01500597631582,140.78017229568957,0.16965586730579674
3.0,74.82290358749881,41.66718209438138,0.19326299366860186
3.0,79.0722673191988,100.5368986481697,0.16397900443699967
3.0,78.1521134273816,141.58738520500222,0.17008789561151685
3.0,77.48728556667335,131.29948113510494,0.14483553336734392
3.0,79.28371143333003,92.64815173204785,0.18162696106695786
3.0,85.14577042962478,120.82979350373078,0.16779049767344004
3.0,86.56403064849862,31.581067145396478,0.18922267497013923
3.0,91.42427543131534,106.66146786992898,0.19194488833520018
3.0,113.05472751087436,59.673076153808445,0.19190287131392128
3.0,118.99098747566786,132.8533244453026,0.13739342233936108
3.0,127.00266035593029,52.50760782872176,0.11073991419045105
3.0,132.022242212316,141.13893594795223,0.1678144383793754
3.0,134.46187924670085,55.28360012191144,0.10573017356774207
3.0,139.91971972331777,77.7912779419021,0.16094039553322556
3.0,151.4720080707794,138.40456361914048,0.14049972397231023
3.0,146.20657154829857,112.6001310178665,0.16322995972559892
4.0,28.03119178091172,71.42415167860463,0.12988394215556545
4.0,43.85093122289116,88.21159248602834,0.17498246586720692
4.0,52.24838841612741,52.43519721652188,0.15105432904529592
4.0,53.124136706881586,65.70793857255528,0.11693241490510198
4.0,58.74621199892878,114.40089961010858,0.13279686420055165
4.0,74.82410193124808,41.93065863422999,0.18316438119184755
4.0,77.42601110913529,131.50708932411155,0.14860840069748013
4.0,85.2386762072302,120.94919145961654,0.1915049918270646
4.0,89.11321281032104,150.2977142101521,0.18671257564910065
4.0,86.00453155820486,31.499705502902536,0.17210155261380827
4.0,91.45094030599911,106.48411194267666,0.16575405250466832
4.0,102.94922604074863,39.66997245041172,0.16242730931195767
4.0,103.91578497442049,121.14154702402773,0.1509130075795585
4.0,117.08479406801561,152.07677183762584,0.16910556347057296
4.0,118.9964372168759,132.8838737242978,0.13901782851338346
4.0,134.44794793668078,55.33487752518661,0.11510768641201517
4.0,148.76387247949356,100.70674922777029,0.16309613375964815
4.0,146.0735241140559,110.54061668249125,0.16221946140521068
4.0,151.43461512099898,138.45855247450024,0.13282670527752213
5.0,28.112089449463213,71.32893186579372,0.11217603947393655
5.0,53.09541793274546,65.55407276820763,0.11493190416225238
5.0,52.08479563144236,52.624236202687804,0.14745764219268784
5.0,58.679839250148966,114.53213789728748,0.12047309235810515
5.0,74.90300059349498,42.09669080179553,0.19119166855153136
5.0,77.55824852228331,131.54735433755886,0.15114306986451853
5.0,84.7640327078432,33.34662398887566,0.1723723887500542
5.0,85.28688393006334,120.95027445536785,0.17532657011738886
5.0,88.34369108119647,148.59012673072382,0.18522654439452144
5.0,91.23856360658232,106.83932512447235,0.16648216137955937
5.0,100.30029420000955,52.8158709306613,0.17843179160677186
5.0,118.92672692192617,132.94402830077456,0.1383628273332554
5.0,123.37544461458302,94.54660375055984,0.199081150572713
5.0,134.44122959004298,55.32464530487003,0.11772453266634046
5.0,144.31120168566184,95.9706726532676,0.1974463587056084
5.0,151.31773296831457,138.33137711982,0.1420820728642032
5.0,158.17163618143564,120.62104587772792,0.1748332688859184
6.0,27.953146048619043,71.52446966169698,0.1271257655274248
6.0,33.49185137449921,53.69508584524203,0.18442949249180904
6.0,42.696677741389784,87.36201876550864,0.17444790261966173
6.0,45.841655567971884,85.44220219825488,0.17277338365641762
6.0,52.20472528399897,52.45710637653139,0.1331474748562638
6.0,52.9280529756326,65.34613714960479,0.11398861586808913
6.0,58.79026246728336,114.57823373734514,0.13329797512520217
6.0,77.68108065586381,131.47469396971422,0.16137061682605086
6.0,85.32274374290941,121.18258025268568,0.1664341408753506
6.0,89.6430114421681,36.793969161688395,0.16684621594778434
6.0,91.1277202786416,106.80325031251319,0.17630361224920188
6.0,100.31561075697873,52.94312767758366,0.19075439976511677
6.0,115.87336963657913,152.5654503699116,0.17020347852430792
6.0,115.52620768049397,44.96183283490249,0.18184507940553096
6.0,118.99731801771745,132.72952952979804,0.13994415143004413
6.0,134.7459859375217,55.53877443582922,0.11349232023695612
6.0,147.17423287003274,108.96899409458982,0.1726973084544906
6.0,151.5095017833482,138.48513289429374,0.13847447496150458
7.0,27.88191984564707,71.41247760783288,0.12254336254482043
7.0,41.27544533186442,87.06389702202362,0.1762041095178631
7.0,52.226139011342035,52.31810885355612,0.1335459140582119
7.0,52.929496887421365,65.31850527836284,0.12261104682862049
7.0,58.70498648653233,114.7277933742323,0.1402412836993277
7.0,74.8943188241598,42.09106516448775,0.18385289779000472
7.0,77.43730599276441,131.37352439778212,0.15689618920504284
7.0,79.46359156783781,92.5931919208567,0.17828096546983718
7.0,84.46242068371048,85.85494898602917,0.16162671674623666
7.0,85.29138569833587,121.36059486413212,0.14162500022741356
