"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","chi2","uncertainty_xy [nm]"
1603,11,20354.3215986,12805.8658431,346.6796197,106281.2192643,1202.2938992,199.1801174,93.4451829,8.9636551
1611,11,21387.9038859,7054.2360478,112.6120088,32027.5133167,2865.7743174,329.3455219,193.6290945,5.6881989
1619,11,22534.658859,5642.1810751,106.5978973,19459.6482085,3115.8325037,365.1733982,241.939653,9.3580792
1624,11,23394.2235325,16048.4462148,230.3416541,31028.7704151,1524.5833108,142.4110389,57.2057087,9.8633446
1626,11,23943.3637844,14484.7671171,111.9837214,20611.0539293,2128.0704863,231.2617602,148.02564,6.1667704
1647,12,6450.2808041,14447.2522192,11.1369915,3229.0361589,2810.7399409,214.1500349,108.0181443,3.9944542
1649,12,6813.1880806,11815.933149,187.7085993,36400.5490578,2274.649718,210.9082482,81.1860046,8.3492884
1656,12,7889.7816074,11317.0510983,291.3398542,91332.7074598,1987.7704983,242.7068617,111.9463821,8.998716
1673,12,10335.077894,21603.6497241,117.4424487,28489.9716986,2957.3677217,209.8054721,80.7558181,4.4470881
1675,12,10832.5576849,24638.4818011,8.3839467,2016.5500665,2274.4539392,161.5364675,76.0281815,4.6689505
1694,12,13463.4325665,1254.7090971,124.0974674,24731.4154396,2556.5888722,234.7353942,118.1786503,6.2845396
1704,12,14736.4064752,12667.4756929,393.5721687,148426.7673024,2007.157858,220.7918742,83.4160294,9.1335166
1716,12,16515.3163491,6762.5667755,403.5283966,156428.6258935,1435.050231,162.2361734,51.9172328,6.752382
1719,12,17000.570742,2270.0683814,154.4732209,52523.7555412,3468.7489098,381.1098282,195.6520839,7.1770262
1720,12,17290.7632651,6579.120929,14.6357377,2566.9112631,3422.6426664,286.1834346,158.6172436,7.0126649
1729,12,18075.2021123,16540.5844984,113.7106584,18864.8500948,2463.3621319,208.2504135,111.2231603,6.2461621
1732,12,18708.5071148,10306.2607329,12.9622271,1675.3710598,2736.773608,214.4365792,116.2468721,7.8350751
1755,12,21375.8735166,7063.6268224,123.0790708,36232.0067098,2734.4764198,241.5787152,117.8258579,4.3740808
1756,12,21409.0644825,12254.3471116,5.6136776,2286.6759519,2305.5872976,162.453869,75.7893357,4.0476061
1765,12,22563.0439281,5637.2112524,109.7898703,23791.4660094,2606.7652619,249.3682734,133.3780759,5.5618391
1771,12,23610.2052719,16896.266293,13.1952797,1331.0279205,2032.8876564,183.2641108,112.9946302,8.4705043
1773,12,23953.8018254,14486.2525398,129.1339391,27197.9630046,1831.7921442,224.7109596,134.5441572,5.8960591
1791,13,5913.1523634,21915.9021566,110.2161072,6788.2439113,2457.8764781,113.2650963,33.7608881,8.9670066
1796,13,6987.1540572,18116.1838513,96.587905,8384.5890288,2848.9839962,190.6498639,86.039899,9.5834496
1813,13,9612.2036543,24331.211677,517.5273902,329103.7073352,0.0362512,242.3482574,143.2779307,7.79439
1816,13,9928.8264981,8376.884737,15.5244021,2205.639438,2710.4212657,205.3239153,105.952478,5.9943327
1819,13,10340.1045601,21593.889946,125.7309384,31063.9359398,2864.3188662,300.3920677,154.0765826,6.5344791
1825,13,11086.51651,22182.0742157,164.8984609,34030.8417304,2266.3841138,234.5183788,102.5244947,7.7464916
1837,13,12666.254521,14047.1738768,133.9438343,34974.3122507,3462.8850893,388.7851172,214.5433183,8.4059109
1844,13,13440.9952641,1265.9387255,129.6854876,27247.868243,2470.0506217,228.2280757,93.3023178,6.021065
1852,13,14754.9562047,13052.6654101,357.7348419,127512.2121883,1870.7714521,214.725391,83.2898287,8.5671257
1865,13,17026.9472334,2272.2407961,178.1066186,75150.5010504,2736.9855837,231.0504557,72.0166034,4.0493336
1868,13,17284.0767038,7452.5853252,121.7074949,21891.8519384,3344.554003,275.4568201,113.8423093,8.0005454
1876,13,18069.4829552,16537.4421003,103.2265448,15950.6939602,2537.8433634,144.6271818,53.4131697,4.3914238
1881,13,19096.7205594,8783.7240083,351.8189712,152212.3332836,1077.4548994,218.4900044,91.5915641,7.0816171
1899,13,21374.8339808,7072.0796047,113.487246,32274.5899788,3021.8008741,263.8168099,131.7495013,4.6140122
1905,13,22544.4477761,5630.527117,117.327112,24487.8355112,2458.5329265,170.0608038,62.9704431,4.2156948
1913,13,23963.5345027,14498.0420539,125.3338107,26519.1512266,1909.5002323,272.3758611,171.1183399,6.9035825
1931,14,5914.1700422,15177.4786319,440.9206412,173184.5710759,1158.282419,205.4603059,89.9567305,9.1332478
1937,14,6849.224213,11831.5692143,216.5722775,43889.2855495,2162.6509998,189.8835994,68.880856,8.2337754
1942,14,7893.8688754,11366.5117218,342.2006884,151554.3598577,1339.1767145,234.714662,97.798963,7.2241079
1956,14,10341.6079027,21596.9220065,125.4900956,31087.7526831,2906.8203063,317.7746762,182.3221568,6.8752292
1966,14,11058.2329358,22213.7685722,138.5235778,23186.9634392,2588.2700156,246.1832491,121.7574886,8.5782985
1972,14,12671.9570862,14034.7620043,161.750562,49544.4226075,2940.4675838,306.3628722,138.7723318,6.6916575
1980,14,13448.5903044,1259.9490724,125.0615518,26779.221694,2477.856631,187.0168109,74.9877617,4.7364933
1984,14,14323.2233825,14707.039788,9.9640143,1867.0351385,2846.9546652,222.0214516,118.8606196,6.965418
1989,14,14720.7264846,16544.340848,133.0871044,29515.7350344,2926.0285827,339.2174054,200.0371512,8.5946745
2003,14,16341.6942325,18066.7810201,47.7532733,2991.9177435,2796.1251654,199.142575,94.3758796,9.5950743
2010,14,17007.8558653,2275.8848951,177.2167504,67013.1129934,3073.8501629,401.6447744,208.3329997,7.6925324
2013,14,17285.5298184,7431.1398305,137.2968553,26159.8547622,3227.6427744,299.5188708,141.5414271,9.0775851
2018,14,18033.0620347,16538.5534926,114.5124876,19344.9490282,2395.6001034,181.7151759,75.2076284,5.4120678
2019,14,18057.0094491,5829.7902202,369.5098924,153211.2816393,1032.8323133,224.7343875,98.8795915,7.9591466
2022,14,19063.4609339,8768.1032032,292.280602,80421.1448486,1858.9480187,199.1115352,70.5302298,8.4623816
2027,14,19477.6075896,12640.3905021,6.5084227,2236.7059097,2767.3323026,260.3954275,165.1073681,6.5493123
2039,14,21151.3932016,9148.4742738,127.293636,13543.554507,2511.5264129,138.9350077,47.9457955,7.1682152
2040,14,21290.8860319,17803.3587724,12.5605623,2275.2342147,2035.9024532,180.4761244,105.7790155,4.8806641
2041,14,21446.566319,7074.1008923,106.8415429,29908.0034962,3001.5319991,370.1320609,280.1297741,6.215971
2050,14,22537.4140121,5648.6034731,120.506218,27745.5551978,2364.0782823,220.9465655,117.8103787,5.0212186
2057,14,23978.8155174,14475.0249464,134.9828907,27723.7662027,1797.0132833,227.3616962,119.0479162,6.3444968
2058,14,24891.5564569,10190.2317019,11.1943234,2600.6037227,2268.8948998,224.9129797,142.3954949,5.1783603
2085,15,7905.1808813,11379.26498,226.1113833,42390.2227539,2654.9024394,196.3477602,68.6848516,9.563642
