frame,frame,x,y,file,particle
1,1,18.5278680556,14.584737073800001,cell2.csv,3
1,1,14.5719369132,10.362859054200001,cell2.csv,7
1,1,11.052256408900002,12.924294554300001,cell2.csv,10
1,1,11.5368522234,8.394205219400002,cell2.csv,11
1,1,5.563948374100001,15.0966574061,cell2.csv,12
1,1,5.2454228446,7.7083092414,cell2.csv,15
1,1,11.0023941774,9.2115741991,cell2.csv,17
2,2,18.5562649103,14.6049958577,cell2.csv,3
2,2,14.5724073226,10.3659357289,cell2.csv,7
2,2,11.534283739500001,8.402596192299999,cell2.csv,11
2,2,11.0398003548,12.9216134098,cell2.csv,10
2,2,10.9991217742,9.195796131200002,cell2.csv,17
2,2,5.5612380458,15.1274131622,cell2.csv,12
2,2,5.2559178283,7.7055791760000005,cell2.csv,15
3,3,18.538541049200003,14.598528421400001,cell2.csv,3
3,3,14.5871263253,10.3688244336,cell2.csv,7
3,3,11.5486487178,8.388292919400001,cell2.csv,11
3,3,5.5389605765,15.1092565475,cell2.csv,12
3,3,10.9760608976,9.207928595,cell2.csv,17
3,3,5.260960002,7.7253931918,cell2.csv,15
3,3,11.0285969312,12.891027281200001,cell2.csv,10
4,4,18.5162419738,14.611214618100002,cell2.csv,3
4,4,14.5974729947,10.363488878100002,cell2.csv,7
4,4,11.534597471,8.3926389139,cell2.csv,11
4,4,11.022802590900001,12.9277956008,cell2.csv,10
4,4,5.5492820117,15.1133525837,cell2.csv,12
4,4,5.2263049196,7.7219700323,cell2.csv,15
5,5,18.541626637900002,14.6046795442,cell2.csv,3
5,5,14.5932269065,10.3481016118,cell2.csv,7
5,5,11.056250543300001,12.906208606800002,cell2.csv,10
5,5,10.983418121000001,9.2082905033,cell2.csv,17
5,5,5.532845968599999,15.1271672784,cell2.csv,12
5,5,11.525253647100001,8.3961182456,cell2.csv,11
5,5,5.1661602236999995,7.697530342,cell2.csv,15
6,6,18.5294830695,14.615200745800001,cell2.csv,3
6,6,11.5398046927,8.3925309072,cell2.csv,11
6,6,14.6066978226,10.3323436098,cell2.csv,7
6,6,5.5359985925,15.127176915300002,cell2.csv,12
6,6,5.1962084442,7.671811158100001,cell2.csv,15
6,6,11.0571113089,12.8885064576,cell2.csv,10
7,7,18.5235170029,14.6252323615,cell2.csv,3
7,7,14.602705372900001,10.3314626852,cell2.csv,7
7,7,11.5419267994,8.379638686800002,cell2.csv,11
7,7,11.0377275467,12.8862357743,cell2.csv,10
7,7,10.9801385656,9.204801000900002,cell2.csv,17
7,7,5.535679465,15.1147089442,cell2.csv,12
7,7,5.198559767,7.6498792245,cell2.csv,15
8,8,10.999416245,9.209134741,cell2.csv,17
8,8,18.550932228,14.6227209924,cell2.csv,3
8,8,11.5464052359,8.3790510883,cell2.csv,11
8,8,11.039337526699999,12.9079615195,cell2.csv,10
8,8,14.5969035098,10.3431932893,cell2.csv,7
8,8,5.203965069,7.6387846784,cell2.csv,15
8,8,5.5574783838,15.101472610500002,cell2.csv,12
9,9,18.568235465900003,14.612073436200001,cell2.csv,3
9,9,11.5367118546,8.401836273,cell2.csv,11
9,9,14.584820776,10.3336601285,cell2.csv,7
9,9,11.0594202778,12.9121128371,cell2.csv,10
9,9,10.979706978500001,9.2208484668,cell2.csv,17
9,9,5.2274072282,7.6606557602,cell2.csv,15
10,10,11.5109727228,8.3817620269,cell2.csv,11
10,10,18.5697341761,14.616900643900001,cell2.csv,3
10,10,14.596539547799999,10.3235103006,cell2.csv,7
10,10,11.06143952,12.8865477493,cell2.csv,10
10,10,5.551295605,15.0754231901,cell2.csv,12
10,10,5.2542309865,7.6705901845,cell2.csv,15
10,10,10.970640535500001,9.193391226800001,cell2.csv,17
11,11,18.5449658379,14.6132513105,cell2.csv,3
11,11,14.588889962400001,10.3218788881,cell2.csv,7
11,11,11.0594114675,12.8846930429,cell2.csv,10
11,11,10.9910754555,9.1908099697,cell2.csv,17
11,11,5.562086599100001,15.0994704077,cell2.csv,12
11,11,5.250926195,7.6685672047999995,cell2.csv,15
12,12,11.0526612828,12.864184791100001,cell2.csv,10
12,12,18.5266229416,14.6490338311,cell2.csv,3
12,12,14.5877324988,10.3327579805,cell2.csv,7
12,12,11.5240437671,8.3871895362,cell2.csv,11
12,12,10.9817624884,9.1957522211,cell2.csv,17
12,12,5.5713263738,15.1195901944,cell2.csv,12
12,12,5.2291866374,7.680019980400001,cell2.csv,15
13,13,18.533241621000002,14.635536276700002,cell2.csv,3
13,13,14.5878444883,10.315534729000001,cell2.csv,7
13,13,11.5395761221,8.373528758700001,cell2.csv,11
13,13,10.9826718725,9.1980779761,cell2.csv,17
13,13,5.529195992300001,15.131506876900001,cell2.csv,12
13,13,5.2402610659,7.697324307500001,cell2.csv,15
14,14,18.5455234632,14.6177160613,cell2.csv,3
14,14,14.577495957700002,10.3222395682,cell2.csv,7
14,14,11.5383787851,8.3589627219,cell2.csv,11
14,14,5.2358488466,7.6917662693,cell2.csv,15
14,14,11.083389916,12.8597026539,cell2.csv,10
14,14,11.0011834879,9.188425543100001,cell2.csv,17
14,14,5.5328502514,15.1171896876,cell2.csv,12
15,15,11.5506327323,8.370616869,cell2.csv,11
15,15,18.539610244200002,14.6304257683,cell2.csv,3
15,15,14.591069224000002,10.3231800054,cell2.csv,7
15,15,11.048927936100002,12.8581718204,cell2.csv,10
